Workflow_ID,Process_Name,Process_Step,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Delay_Minutes,Approval_Level,Employee_Workload,Cost_Per_Task
WF_1237,Invoice Approval,4,TASK_1237,Approval,Medium,IT,EMP_45,2/20/2024 20:40,2/20/2024 23:06,105,146,1,41,Level 1,1,$446.10
WF_1238,IT Support Ticket,4,TASK_1238,Approval,Critical,Finance,EMP_100,12/23/2024 18:57,12/23/2024 23:35,165,278,1,113,Level 1,3,$296.14
WF_1239,Purchase Order,5,TASK_1239,Escalation,Low,HR,EMP_93,7/15/2024 1:33,7/15/2024 4:04,108,151,1,43,Level 1,9,$192.46
WF_1240,IT Support Ticket,4,TASK_1240,Approval,Medium,IT,EMP_107,3/30/2024 10:01,3/30/2024 13:27,120,206,1,86,Level 2,1,$89.20
WF_1241,Invoice Approval,1,TASK_1241,Data Entry,Medium,Operations,EMP_135,8/7/2024 7:40,8/7/2024 12:01,219,261,1,42,Level 1,7,$124.43
WF_1242,Invoice Approval,2,TASK_1242,Validation,Low,Finance,EMP_82,8/25/2024 21:38,8/25/2024 23:43,90,125,1,35,Level 2,6,$480.40
WF_1243,Invoice Approval,2,TASK_1243,Validation,High,Finance,EMP_117,12/2/2024 21:30,12/2/2024 22:59,31,89,1,58,Level 2,9,$391.19
WF_1244,Purchase Order,4,TASK_1244,Approval,Critical,HR,EMP_32,7/28/2024 7:53,7/28/2024 10:27,87,154,1,67,Level 3,8,$221.86
WF_1245,Invoice Approval,5,TASK_1245,Escalation,Low,IT,EMP_43,12/8/2024 16:19,12/8/2024 20:54,235,275,1,40,Level 1,5,$287.83
WF_1246,HR Onboarding,4,TASK_1246,Approval,Medium,Operations,EMP_55,12/20/2024 8:43,12/20/2024 13:34,230,291,1,61,Level 3,4,$292.85
WF_1247,Purchase Order,5,TASK_1247,Escalation,Critical,Customer Service,EMP_78,9/21/2024 14:26,9/21/2024 16:14,85,108,1,23,Level 2,4,$440.49
WF_1248,Invoice Approval,1,TASK_1248,Data Entry,Low,Operations,EMP_94,2/4/2024 23:19,2/5/2024 1:05,60,106,1,46,Level 1,3,$441.04
WF_1249,Purchase Order,3,TASK_1249,Review,Low,IT,EMP_67,10/17/2024 13:28,10/17/2024 18:13,209,285,1,76,Level 3,8,$172.66
WF_1250,IT Support Ticket,1,TASK_1250,Data Entry,Critical,Operations,EMP_19,10/22/2024 0:42,10/22/2024 3:00,73,138,1,65,Level 2,8,$141.50
WF_1251,Invoice Approval,4,TASK_1251,Approval,High,Finance,EMP_71,9/14/2024 7:13,9/14/2024 11:34,157,261,1,104,Level 1,1,$366.22
WF_1252,Customer Complaint,2,TASK_1252,Validation,Critical,IT,EMP_13,4/12/2024 4:13,4/12/2024 6:45,122,152,1,30,Level 3,3,$168.14
WF_1253,Purchase Order,1,TASK_1253,Data Entry,Medium,Customer Service,EMP_33,7/30/2024 14:30,7/30/2024 17:33,143,183,1,40,Level 3,2,$152.86
WF_1254,IT Support Ticket,1,TASK_1254,Data Entry,Critical,Operations,EMP_108,10/13/2024 10:50,10/13/2024 14:52,166,242,1,76,Level 2,9,$264.09
WF_1255,IT Support Ticket,5,TASK_1255,Escalation,Low,HR,EMP_135,3/4/2024 0:48,3/4/2024 2:44,84,116,1,32,Level 2,10,$254.34
WF_1256,Customer Complaint,2,TASK_1256,Validation,Low,Operations,EMP_73,4/27/2024 3:48,4/27/2024 7:28,198,220,1,22,Level 2,3,$392.33
WF_1257,HR Onboarding,4,TASK_1257,Approval,Low,Finance,EMP_9,1/15/2024 10:29,1/15/2024 12:14,107,105,0,0,Level 3,3,$351.63
WF_1258,IT Support Ticket,3,TASK_1258,Review,High,HR,EMP_139,7/16/2024 9:24,7/16/2024 11:32,106,128,1,22,Level 3,9,$490.75
WF_1259,HR Onboarding,3,TASK_1259,Review,Critical,Customer Service,EMP_119,10/18/2024 1:30,10/18/2024 5:41,203,251,1,48,Level 3,4,$216.37
WF_1260,IT Support Ticket,1,TASK_1260,Data Entry,Low,Operations,EMP_82,9/15/2024 9:09,9/15/2024 12:48,176,219,1,43,Level 3,6,$396.82
WF_1261,HR Onboarding,5,TASK_1261,Escalation,Low,Customer Service,EMP_93,8/23/2024 1:01,8/23/2024 2:35,37,94,1,57,Level 1,7,$59.23
WF_1262,Customer Complaint,2,TASK_1262,Validation,Medium,IT,EMP_29,3/20/2024 16:46,3/20/2024 17:45,35,59,1,24,Level 1,6,$429.20
WF_1263,Customer Complaint,3,TASK_1263,Review,High,IT,EMP_127,8/31/2024 10:12,8/31/2024 12:53,53,161,1,108,Level 3,6,$388.09
WF_1264,Invoice Approval,4,TASK_1264,Approval,High,HR,EMP_77,8/13/2024 5:19,8/13/2024 8:01,42,162,1,120,Level 1,8,$91.19
WF_1265,Invoice Approval,4,TASK_1265,Approval,Medium,Finance,EMP_119,6/29/2024 16:33,6/29/2024 18:40,119,127,1,8,Level 1,5,$72.56
WF_1266,IT Support Ticket,2,TASK_1266,Validation,Critical,HR,EMP_34,2/20/2024 14:45,2/20/2024 19:18,170,273,1,103,Level 2,3,$181.51
WF_1267,IT Support Ticket,4,TASK_1267,Approval,High,IT,EMP_84,3/19/2024 16:06,3/19/2024 20:37,171,271,1,100,Level 2,8,$444.10
WF_1268,Purchase Order,1,TASK_1268,Data Entry,High,Operations,EMP_3,4/20/2024 13:48,4/20/2024 14:21,31,33,1,2,Level 1,10,$479.71
WF_1269,Purchase Order,4,TASK_1269,Approval,High,Customer Service,EMP_29,5/28/2024 17:17,5/28/2024 19:35,88,138,1,50,Level 1,8,$413.35
WF_1270,Purchase Order,5,TASK_1270,Escalation,High,HR,EMP_54,12/20/2024 14:36,12/20/2024 15:25,11,49,1,38,Level 2,3,$406.61
WF_1271,HR Onboarding,4,TASK_1271,Approval,High,Finance,EMP_44,10/2/2024 23:58,10/3/2024 2:46,126,168,1,42,Level 1,2,$204.96
WF_1272,IT Support Ticket,2,TASK_1272,Validation,Low,IT,EMP_43,5/1/2024 13:30,5/1/2024 15:46,115,136,1,21,Level 1,4,$279.47
WF_1273,Invoice Approval,4,TASK_1273,Approval,Medium,Operations,EMP_93,11/3/2024 5:10,11/3/2024 7:55,128,165,1,37,Level 2,8,$326.62
WF_1274,Purchase Order,5,TASK_1274,Escalation,Low,Customer Service,EMP_11,6/13/2024 23:15,6/14/2024 4:33,235,318,1,83,Level 1,2,$191.62
WF_1275,Invoice Approval,5,TASK_1275,Escalation,Critical,Finance,EMP_9,8/12/2024 10:02,8/12/2024 13:24,130,202,1,72,Level 1,10,$232.16
WF_1276,Customer Complaint,2,TASK_1276,Validation,High,Operations,EMP_97,10/7/2024 11:16,10/7/2024 15:05,183,229,1,46,Level 2,4,$115.62
WF_1277,HR Onboarding,4,TASK_1277,Approval,Critical,Operations,EMP_95,2/15/2024 12:25,2/15/2024 16:52,166,267,1,101,Level 2,2,$162.01
WF_1278,HR Onboarding,1,TASK_1278,Data Entry,Low,IT,EMP_148,5/8/2024 9:50,5/8/2024 12:41,170,171,1,1,Level 2,8,$302.39
WF_1279,Customer Complaint,3,TASK_1279,Review,Medium,Customer Service,EMP_110,5/23/2024 19:42,5/23/2024 23:23,195,221,1,26,Level 1,3,$289.27
WF_1280,Invoice Approval,2,TASK_1280,Validation,Low,Customer Service,EMP_53,1/17/2024 13:09,1/17/2024 17:45,214,276,1,62,Level 1,2,$440.23
WF_1281,Customer Complaint,2,TASK_1281,Validation,Critical,Operations,EMP_100,1/20/2024 0:37,1/20/2024 3:41,96,184,1,88,Level 3,5,$74.21
WF_1282,IT Support Ticket,5,TASK_1282,Escalation,Medium,Finance,EMP_119,11/9/2024 19:45,11/9/2024 21:52,124,127,1,3,Level 2,8,$267.99
WF_1283,Purchase Order,2,TASK_1283,Validation,Low,Operations,EMP_16,9/13/2024 16:05,9/13/2024 21:02,195,297,1,102,Level 1,10,$104.69
WF_1284,IT Support Ticket,4,TASK_1284,Approval,High,Customer Service,EMP_74,9/9/2024 15:01,9/9/2024 17:17,107,136,1,29,Level 2,8,$493.81
WF_1285,Purchase Order,3,TASK_1285,Review,Medium,Operations,EMP_31,9/29/2024 13:56,9/29/2024 18:46,208,290,1,82,Level 2,5,$434.77
WF_1286,Customer Complaint,3,TASK_1286,Review,Low,Customer Service,EMP_70,5/21/2024 4:15,5/21/2024 9:06,191,291,1,100,Level 1,8,$279.55
WF_1287,IT Support Ticket,2,TASK_1287,Validation,Medium,IT,EMP_133,6/2/2024 6:18,6/2/2024 9:20,181,182,1,1,Level 1,5,$413.21
WF_1288,HR Onboarding,1,TASK_1288,Data Entry,High,Customer Service,EMP_81,6/1/2024 3:38,6/1/2024 5:41,57,123,1,66,Level 3,4,$378.16
WF_1289,Purchase Order,3,TASK_1289,Review,Medium,Finance,EMP_113,8/12/2024 0:34,8/12/2024 4:44,161,250,1,89,Level 3,1,$97.15
WF_1290,Purchase Order,4,TASK_1290,Approval,Critical,Finance,EMP_113,2/2/2024 7:59,2/2/2024 9:59,43,120,1,77,Level 3,3,$168.15
WF_1291,Customer Complaint,3,TASK_1291,Review,Medium,IT,EMP_107,1/16/2024 6:39,1/16/2024 8:19,62,100,1,38,Level 2,4,$400.10
WF_1292,Invoice Approval,4,TASK_1292,Approval,Critical,Finance,EMP_11,6/11/2024 15:10,6/11/2024 17:21,59,131,1,72,Level 1,6,$284.02
WF_1293,Customer Complaint,4,TASK_1293,Approval,Critical,Operations,EMP_108,8/3/2024 23:17,8/4/2024 3:42,160,265,1,105,Level 2,9,$366.96
WF_1294,Invoice Approval,3,TASK_1294,Review,Low,Finance,EMP_150,11/10/2024 15:27,11/10/2024 19:28,147,241,1,94,Level 3,9,$426.54
WF_1295,Purchase Order,4,TASK_1295,Approval,Critical,Customer Service,EMP_92,6/25/2024 1:46,6/25/2024 2:50,26,64,1,38,Level 1,10,$134.72
WF_1296,Customer Complaint,1,TASK_1296,Data Entry,High,IT,EMP_146,4/5/2024 1:58,4/5/2024 6:30,211,272,1,61,Level 2,4,$437.80
WF_1297,Invoice Approval,2,TASK_1297,Validation,Medium,HR,EMP_71,4/1/2024 15:05,4/1/2024 19:01,201,236,1,35,Level 3,10,$95.31
WF_1298,Invoice Approval,5,TASK_1298,Escalation,Critical,Operations,EMP_2,11/28/2024 21:34,11/29/2024 0:52,200,198,0,0,Level 1,2,$95.92
WF_1299,HR Onboarding,5,TASK_1299,Escalation,High,Operations,EMP_16,12/20/2024 20:39,12/21/2024 1:54,195,315,1,120,Level 1,7,$167.93
WF_1300,Purchase Order,1,TASK_1300,Data Entry,Low,IT,EMP_24,5/22/2024 13:57,5/22/2024 18:35,216,278,1,62,Level 1,2,$215.10
WF_1301,Invoice Approval,3,TASK_1301,Review,Medium,HR,EMP_105,5/4/2024 4:29,5/4/2024 6:18,10,109,1,99,Level 1,7,$77.32
WF_1302,Purchase Order,3,TASK_1302,Review,Critical,HR,EMP_6,3/7/2024 14:04,3/7/2024 18:50,204,286,1,82,Level 3,9,$203.92
WF_1303,Customer Complaint,5,TASK_1303,Escalation,High,Finance,EMP_9,2/8/2024 17:37,2/8/2024 20:53,116,196,1,80,Level 3,10,$59.85
WF_1304,Customer Complaint,2,TASK_1304,Validation,High,HR,EMP_34,10/24/2024 10:23,10/24/2024 13:29,88,186,1,98,Level 3,8,$459.11
WF_1305,IT Support Ticket,5,TASK_1305,Escalation,High,IT,EMP_79,2/25/2024 2:55,2/25/2024 5:00,47,125,1,78,Level 1,10,$173.91
WF_1306,Customer Complaint,5,TASK_1306,Escalation,Critical,Finance,EMP_96,2/28/2024 20:35,2/29/2024 0:20,158,225,1,67,Level 2,8,$495.00
WF_1307,Purchase Order,4,TASK_1307,Approval,High,Finance,EMP_77,9/6/2024 9:59,9/6/2024 14:25,229,266,1,37,Level 2,8,$306.48
WF_1308,Invoice Approval,5,TASK_1308,Escalation,Medium,IT,EMP_112,9/15/2024 2:41,9/15/2024 7:31,194,290,1,96,Level 3,10,$297.53
WF_1309,Invoice Approval,4,TASK_1309,Approval,High,HR,EMP_42,6/15/2024 5:12,6/15/2024 5:23,15,11,0,0,Level 3,10,$105.21
WF_1310,Customer Complaint,1,TASK_1310,Data Entry,Low,Finance,EMP_82,1/2/2024 13:18,1/2/2024 16:25,68,187,1,119,Level 2,6,$158.02
WF_1311,HR Onboarding,2,TASK_1311,Validation,Low,Customer Service,EMP_56,8/8/2024 15:48,8/8/2024 20:25,226,277,1,51,Level 1,6,$202.59
WF_1312,IT Support Ticket,3,TASK_1312,Review,Low,HR,EMP_22,5/10/2024 9:59,5/10/2024 14:09,211,250,1,39,Level 1,9,$260.48
WF_1313,IT Support Ticket,5,TASK_1313,Escalation,Low,HR,EMP_128,9/1/2024 4:02,9/1/2024 9:38,231,336,1,105,Level 1,8,$326.45
WF_1314,Customer Complaint,3,TASK_1314,Review,Medium,IT,EMP_29,10/10/2024 13:04,10/10/2024 16:57,202,233,1,31,Level 3,9,$350.59
WF_1315,Purchase Order,1,TASK_1315,Data Entry,Critical,Customer Service,EMP_17,1/17/2024 3:22,1/17/2024 6:48,94,206,1,112,Level 1,2,$384.23
WF_1316,Purchase Order,2,TASK_1316,Validation,Critical,Operations,EMP_75,2/22/2024 17:02,2/22/2024 20:09,68,187,1,119,Level 1,6,$166.92
WF_1317,IT Support Ticket,3,TASK_1317,Review,High,Customer Service,EMP_52,1/18/2024 16:48,1/18/2024 20:29,133,221,1,88,Level 1,7,$336.80
WF_1318,Customer Complaint,1,TASK_1318,Data Entry,Low,HR,EMP_38,11/5/2024 2:19,11/5/2024 4:46,67,147,1,80,Level 1,5,$410.88
WF_1319,Invoice Approval,5,TASK_1319,Escalation,Critical,Customer Service,EMP_56,1/13/2024 10:37,1/13/2024 12:42,17,125,1,108,Level 2,5,$66.37
WF_1320,Customer Complaint,3,TASK_1320,Review,High,IT,EMP_8,4/7/2024 14:07,4/7/2024 15:20,72,73,1,1,Level 2,9,$273.94
WF_1321,Customer Complaint,4,TASK_1321,Approval,High,Finance,EMP_91,10/4/2024 7:49,10/4/2024 11:19,145,210,1,65,Level 1,10,$312.93
WF_1322,Customer Complaint,4,TASK_1322,Approval,Medium,HR,EMP_106,8/26/2024 6:09,8/26/2024 9:26,178,197,1,19,Level 1,10,$59.88
WF_1323,Invoice Approval,1,TASK_1323,Data Entry,Critical,HR,EMP_144,6/26/2024 23:07,6/27/2024 1:49,97,162,1,65,Level 3,5,$310.25
WF_1324,IT Support Ticket,1,TASK_1324,Data Entry,High,HR,EMP_124,10/21/2024 20:09,10/21/2024 22:38,140,149,1,9,Level 3,3,$62.95
WF_1325,HR Onboarding,2,TASK_1325,Validation,Low,HR,EMP_142,9/5/2024 2:47,9/5/2024 4:37,44,110,1,66,Level 2,2,$85.36
WF_1326,Purchase Order,2,TASK_1326,Validation,Critical,Customer Service,EMP_88,8/31/2024 10:37,8/31/2024 13:09,139,152,1,13,Level 1,2,$56.67
WF_1327,Customer Complaint,5,TASK_1327,Escalation,Critical,Finance,EMP_2,6/5/2024 19:26,6/5/2024 22:53,111,207,1,96,Level 1,5,$309.47
WF_1328,HR Onboarding,1,TASK_1328,Data Entry,Critical,Customer Service,EMP_149,9/30/2024 12:45,9/30/2024 16:46,172,241,1,69,Level 1,3,$341.04
WF_1329,Invoice Approval,5,TASK_1329,Escalation,Low,Operations,EMP_18,2/6/2024 16:10,2/6/2024 21:47,221,337,1,116,Level 2,9,$425.70
WF_1330,Purchase Order,1,TASK_1330,Data Entry,Low,Customer Service,EMP_134,6/2/2024 14:42,6/2/2024 16:12,84,90,1,6,Level 2,10,$307.22
WF_1331,HR Onboarding,5,TASK_1331,Escalation,Low,IT,EMP_37,5/31/2024 2:45,5/31/2024 6:34,170,229,1,59,Level 3,1,$223.77
WF_1332,IT Support Ticket,2,TASK_1332,Validation,Critical,Operations,EMP_53,12/29/2024 13:48,12/29/2024 16:48,67,180,1,113,Level 1,2,$305.77
WF_1333,IT Support Ticket,1,TASK_1333,Data Entry,Critical,Finance,EMP_13,3/9/2024 19:39,3/9/2024 21:57,26,138,1,112,Level 2,10,$120.01
WF_1334,Invoice Approval,2,TASK_1334,Validation,Critical,Customer Service,EMP_19,9/4/2024 10:07,9/4/2024 11:36,11,89,1,78,Level 1,2,$444.03
WF_1335,Purchase Order,1,TASK_1335,Data Entry,Medium,Finance,EMP_136,12/2/2024 12:32,12/2/2024 15:55,173,203,1,30,Level 3,3,$381.94
WF_1336,Customer Complaint,1,TASK_1336,Data Entry,Low,Operations,EMP_137,12/3/2024 9:27,12/3/2024 13:11,120,224,1,104,Level 3,1,$414.33
WF_1337,HR Onboarding,2,TASK_1337,Validation,Critical,Finance,EMP_84,5/29/2024 12:48,5/29/2024 14:23,19,95,1,76,Level 2,4,$225.69
WF_1338,IT Support Ticket,5,TASK_1338,Escalation,High,Finance,EMP_71,1/12/2024 5:28,1/12/2024 9:52,192,264,1,72,Level 1,4,$380.20
WF_1339,Purchase Order,5,TASK_1339,Escalation,High,Operations,EMP_72,4/3/2024 10:17,4/3/2024 12:34,39,137,1,98,Level 2,8,$263.43
WF_1340,Invoice Approval,3,TASK_1340,Review,Medium,Finance,EMP_108,12/22/2024 18:40,12/22/2024 19:58,16,78,1,62,Level 1,7,$283.06
WF_1341,Purchase Order,3,TASK_1341,Review,Critical,Customer Service,EMP_127,6/13/2024 1:35,6/13/2024 6:25,196,290,1,94,Level 3,9,$160.68
WF_1342,HR Onboarding,4,TASK_1342,Approval,Low,Customer Service,EMP_110,12/24/2024 15:07,12/24/2024 18:41,194,214,1,20,Level 3,8,$145.69
WF_1343,Purchase Order,5,TASK_1343,Escalation,Medium,Finance,EMP_109,3/13/2024 0:00,3/13/2024 4:07,234,247,1,13,Level 3,5,$319.84
WF_1344,IT Support Ticket,3,TASK_1344,Review,High,Operations,EMP_58,7/27/2024 1:51,7/27/2024 5:53,234,242,1,8,Level 1,5,$487.92
WF_1345,Customer Complaint,2,TASK_1345,Validation,Critical,IT,EMP_149,5/30/2024 18:28,5/30/2024 23:29,218,301,1,83,Level 3,3,$283.48
WF_1346,Purchase Order,1,TASK_1346,Data Entry,Low,Operations,EMP_36,3/2/2024 3:04,3/2/2024 3:56,54,52,0,0,Level 2,9,$116.50
WF_1347,HR Onboarding,3,TASK_1347,Review,Low,Finance,EMP_55,12/17/2024 10:51,12/17/2024 11:55,31,64,1,33,Level 2,1,$66.77
WF_1348,Customer Complaint,4,TASK_1348,Approval,Low,Operations,EMP_25,3/25/2024 0:42,3/25/2024 4:45,227,243,1,16,Level 3,2,$137.83
WF_1349,HR Onboarding,3,TASK_1349,Review,Low,Finance,EMP_130,8/19/2024 13:04,8/19/2024 14:09,70,65,0,0,Level 2,7,$133.03
WF_1350,HR Onboarding,5,TASK_1350,Escalation,Medium,Finance,EMP_13,5/23/2024 1:58,5/23/2024 3:55,80,117,1,37,Level 3,3,$160.61
WF_1351,Customer Complaint,3,TASK_1351,Review,High,Operations,EMP_112,11/3/2024 8:40,11/3/2024 9:20,14,40,1,26,Level 2,2,$437.96
WF_1352,Invoice Approval,5,TASK_1352,Escalation,High,Finance,EMP_36,5/29/2024 23:19,5/30/2024 1:26,73,127,1,54,Level 1,7,$446.35
WF_1353,Purchase Order,1,TASK_1353,Data Entry,High,IT,EMP_40,4/5/2024 16:04,4/5/2024 18:14,85,130,1,45,Level 2,2,$293.09
WF_1354,Customer Complaint,1,TASK_1354,Data Entry,Critical,IT,EMP_50,2/3/2024 13:38,2/3/2024 16:58,156,200,1,44,Level 3,1,$298.99
WF_1355,Invoice Approval,4,TASK_1355,Approval,Critical,IT,EMP_122,1/7/2024 5:32,1/7/2024 6:34,13,62,1,49,Level 3,5,$234.16
WF_1356,Invoice Approval,3,TASK_1356,Review,Low,Operations,EMP_121,1/6/2024 11:10,1/6/2024 13:29,111,139,1,28,Level 1,2,$420.12
WF_1357,Customer Complaint,1,TASK_1357,Data Entry,High,Customer Service,EMP_38,6/29/2024 4:20,6/29/2024 5:26,10,66,1,56,Level 3,10,$350.09
WF_1358,IT Support Ticket,5,TASK_1358,Escalation,Critical,Operations,EMP_74,9/24/2024 16:08,9/24/2024 19:59,232,231,0,0,Level 3,6,$210.46
WF_1359,IT Support Ticket,5,TASK_1359,Escalation,Critical,Finance,EMP_117,8/5/2024 8:45,8/5/2024 11:38,122,173,1,51,Level 3,6,$345.16
WF_1360,Customer Complaint,3,TASK_1360,Review,Low,Customer Service,EMP_68,7/18/2024 22:38,7/19/2024 1:06,60,148,1,88,Level 1,9,$170.98
WF_1361,HR Onboarding,1,TASK_1361,Data Entry,Medium,HR,EMP_3,4/9/2024 14:33,4/9/2024 19:54,226,321,1,95,Level 2,5,$490.37
WF_1362,HR Onboarding,2,TASK_1362,Validation,Critical,Customer Service,EMP_114,11/23/2024 4:58,11/23/2024 6:15,31,77,1,46,Level 2,9,$220.71
WF_1363,HR Onboarding,2,TASK_1363,Validation,Critical,Operations,EMP_64,1/8/2024 1:47,1/8/2024 6:31,192,284,1,92,Level 3,2,$399.70
WF_1364,HR Onboarding,4,TASK_1364,Approval,Critical,HR,EMP_55,9/18/2024 12:46,9/18/2024 16:04,165,198,1,33,Level 1,7,$438.72
WF_1365,Invoice Approval,5,TASK_1365,Escalation,High,Operations,EMP_121,5/3/2024 7:07,5/3/2024 9:18,121,131,1,10,Level 2,6,$207.73
WF_1366,IT Support Ticket,5,TASK_1366,Escalation,High,HR,EMP_81,1/11/2024 14:39,1/11/2024 20:16,237,337,1,100,Level 1,5,$428.41
WF_1367,Purchase Order,2,TASK_1367,Validation,Medium,Customer Service,EMP_31,5/2/2024 11:25,5/2/2024 14:40,196,195,0,0,Level 3,5,$422.69
WF_1368,Purchase Order,3,TASK_1368,Review,Low,Operations,EMP_33,8/23/2024 3:24,8/23/2024 7:29,142,245,1,103,Level 1,8,$112.99
WF_1369,HR Onboarding,4,TASK_1369,Approval,Medium,Customer Service,EMP_26,4/13/2024 10:03,4/13/2024 15:09,214,306,1,92,Level 1,9,$261.87
WF_1370,Customer Complaint,2,TASK_1370,Validation,Low,HR,EMP_59,7/4/2024 10:56,7/4/2024 15:08,240,252,1,12,Level 3,8,$224.94
WF_1371,HR Onboarding,2,TASK_1371,Validation,Medium,Customer Service,EMP_81,2/22/2024 17:24,2/22/2024 19:29,121,125,1,4,Level 2,7,$362.67
WF_1372,Purchase Order,4,TASK_1372,Approval,Critical,Finance,EMP_125,8/12/2024 19:40,8/12/2024 23:34,174,234,1,60,Level 3,3,$450.54
WF_1373,Purchase Order,3,TASK_1373,Review,Medium,Operations,EMP_6,9/20/2024 8:40,9/20/2024 11:20,139,160,1,21,Level 3,2,$166.47
WF_1374,Invoice Approval,4,TASK_1374,Approval,High,Customer Service,EMP_122,6/9/2024 15:12,6/9/2024 16:47,92,95,1,3,Level 1,9,$497.09
WF_1375,Customer Complaint,5,TASK_1375,Escalation,Low,Finance,EMP_58,7/30/2024 13:07,7/30/2024 15:15,10,128,1,118,Level 1,10,$149.16
WF_1376,Invoice Approval,5,TASK_1376,Escalation,Critical,Customer Service,EMP_106,10/3/2024 6:08,10/3/2024 8:24,36,136,1,100,Level 1,9,$308.70
WF_1377,Purchase Order,2,TASK_1377,Validation,Medium,Finance,EMP_150,12/4/2024 23:22,12/5/2024 2:24,107,182,1,75,Level 2,5,$138.45
WF_1378,Purchase Order,4,TASK_1378,Approval,High,Customer Service,EMP_122,3/25/2024 3:06,3/25/2024 7:36,216,270,1,54,Level 3,4,$384.88
WF_1379,Purchase Order,3,TASK_1379,Review,Critical,Operations,EMP_81,10/31/2024 9:50,10/31/2024 13:24,114,214,1,100,Level 1,7,$436.38
WF_1380,Purchase Order,1,TASK_1380,Data Entry,Low,IT,EMP_27,11/12/2024 16:48,11/12/2024 18:29,78,101,1,23,Level 1,8,$283.37
WF_1381,Customer Complaint,2,TASK_1381,Validation,Medium,IT,EMP_8,2/9/2024 7:43,2/9/2024 11:56,221,253,1,32,Level 2,6,$482.73
WF_1382,Purchase Order,5,TASK_1382,Escalation,Low,Finance,EMP_20,9/9/2024 4:46,9/9/2024 8:47,232,241,1,9,Level 3,1,$144.69
WF_1383,Purchase Order,3,TASK_1383,Review,High,IT,EMP_3,5/3/2024 3:36,5/3/2024 5:57,137,141,1,4,Level 1,9,$232.67
WF_1384,Invoice Approval,3,TASK_1384,Review,Medium,Finance,EMP_87,3/13/2024 17:43,3/13/2024 21:53,157,250,1,93,Level 1,3,$241.11
WF_1385,Customer Complaint,2,TASK_1385,Validation,High,Finance,EMP_83,2/20/2024 13:39,2/20/2024 18:20,199,281,1,82,Level 3,10,$313.53
WF_1386,Customer Complaint,3,TASK_1386,Review,High,IT,EMP_43,1/2/2024 8:40,1/2/2024 13:08,226,268,1,42,Level 1,7,$336.18
WF_1387,IT Support Ticket,1,TASK_1387,Data Entry,Critical,HR,EMP_82,9/20/2024 21:33,9/21/2024 0:04,35,151,1,116,Level 2,8,$457.06
WF_1388,IT Support Ticket,3,TASK_1388,Review,Medium,Customer Service,EMP_150,8/6/2024 0:16,8/6/2024 2:35,67,139,1,72,Level 2,1,$328.95
WF_1389,IT Support Ticket,5,TASK_1389,Escalation,Critical,Operations,EMP_125,5/12/2024 19:35,5/13/2024 0:49,215,314,1,99,Level 2,8,$284.23
WF_1390,Invoice Approval,4,TASK_1390,Approval,Low,Finance,EMP_119,2/26/2024 14:43,2/26/2024 17:48,133,185,1,52,Level 3,3,$390.00
WF_1391,Invoice Approval,4,TASK_1391,Approval,Medium,Customer Service,EMP_34,1/3/2024 4:11,1/3/2024 6:26,81,135,1,54,Level 3,2,$431.03
WF_1392,IT Support Ticket,5,TASK_1392,Escalation,Critical,HR,EMP_128,3/27/2024 9:28,3/27/2024 11:40,103,132,1,29,Level 3,3,$155.03
WF_1393,Invoice Approval,4,TASK_1393,Approval,Critical,Operations,EMP_144,3/29/2024 10:28,3/29/2024 15:10,238,282,1,44,Level 3,7,$316.11
WF_1394,Customer Complaint,5,TASK_1394,Escalation,Medium,IT,EMP_4,11/5/2024 9:13,11/5/2024 12:32,113,199,1,86,Level 3,10,$118.28
WF_1395,HR Onboarding,2,TASK_1395,Validation,High,HR,EMP_77,5/13/2024 20:26,5/13/2024 23:21,97,175,1,78,Level 3,3,$270.82
WF_1396,HR Onboarding,3,TASK_1396,Review,Low,HR,EMP_106,8/5/2024 23:35,8/6/2024 4:20,169,285,1,116,Level 1,3,$499.44
WF_1397,IT Support Ticket,3,TASK_1397,Review,Low,Operations,EMP_140,3/2/2024 8:43,3/2/2024 9:49,28,66,1,38,Level 2,8,$248.22
WF_1398,Customer Complaint,2,TASK_1398,Validation,Low,Operations,EMP_29,10/30/2024 18:49,10/30/2024 22:30,136,221,1,85,Level 3,4,$479.57
WF_1399,Customer Complaint,5,TASK_1399,Escalation,High,Finance,EMP_108,8/9/2024 19:57,8/9/2024 23:25,207,208,1,1,Level 1,7,$100.79
WF_1400,HR Onboarding,1,TASK_1400,Data Entry,Critical,Customer Service,EMP_20,11/7/2024 14:56,11/7/2024 17:15,132,139,1,7,Level 3,3,$327.98
WF_1401,Invoice Approval,3,TASK_1401,Review,Critical,Finance,EMP_18,11/23/2024 17:19,11/23/2024 18:38,13,79,1,66,Level 2,1,$90.90
WF_1402,IT Support Ticket,1,TASK_1402,Data Entry,Medium,Customer Service,EMP_15,2/20/2024 3:57,2/20/2024 6:30,117,153,1,36,Level 1,6,$237.06
WF_1403,HR Onboarding,4,TASK_1403,Approval,High,Customer Service,EMP_22,5/27/2024 6:22,5/27/2024 9:44,183,202,1,19,Level 3,4,$274.01
